	source	interaction	target
5020	ZNF202	interacts with	ZNF263
5021	ZNF202	interacts with	NCOA3
5022	ZNF202	interacts with	ZKSCAN5
5023	ZNF202	interacts with	ZKSCAN2
5024	HSPA12A	interacts with	ADD3
5025	HSPA12A	interacts with	YWHAB
5026	HSPA12A	interacts with	NDUFS3
5027	HSPA12A	interacts with	INSR
5028	HSPA12A	interacts with	SLIT3
5029	HSPA12A	interacts with	EPHB2
5030	HSPA12A	interacts with	NRCAM
5031	HSPA12A	interacts with	CASK
5032	DUSP6	interacts with	GARS
5033	DUSP6	interacts with	MAP2K6
5034	DUSP6	interacts with	TYRO3
5035	CCDC121	interacts with	TAF1
5036	CCDC121	interacts with	TBC1D15
5037	CCDC121	interacts with	SPATA7
5038	CCDC121	interacts with	SOX5
5039	CCDC121	interacts with	NME5
5040	CCDC121	interacts with	IFT22
5041	CCDC121	interacts with	IQCK
5042	SPATA7	interacts with	UFSP2
5043	SPATA7	interacts with	BBS2
5044	SPATA7	interacts with	LZTFL1
5045	SPATA7	interacts with	NME5
5046	SPATA7	interacts with	IQCK
5047	IQCK	interacts with	A1CF
5048	ZBTB40	interacts with	AL136295.1
5049	ZBTB40	interacts with	ZBTB20
5050	ZBTB40	interacts with	VPS39
5051	ZBTB40	interacts with	SPG7
5052	ZBTB40	interacts with	TRIM66
5053	ZKSCAN2	interacts with	ZNF263
5054	GATAD2A	interacts with	RRP8
5055	GATAD2A	interacts with	HIST1H4E
5056	GATAD2A	interacts with	KDM5A
5057	GATAD2A	interacts with	FUS
5058	GATAD2A	interacts with	HIST1H3A
5059	GATAD2A	interacts with	TNRC18
5060	GANC	interacts with	MAN2B1
5061	GANC	interacts with	GBA
5062	GANC	interacts with	GLB1L3
5063	GANC	interacts with	LCTL
5064	GBA	interacts with	LAMP1
5065	GBA	interacts with	HYOU1
5066	GLB1L3	interacts with	LCTL
5067	TMEM256	interacts with	NDUFS3
5068	TMEM256	interacts with	SWI5
5069	NR2F1	interacts with	MAP2K1
5070	NR2F1	interacts with	NOVA1
5071	NR2F1	interacts with	TFAP4
5072	NR2F1	interacts with	FOXO1
5073	NR2F1	interacts with	NCOA3
5074	NR2F1	interacts with	ZFPM2
5075	NR2F1	interacts with	GPRC5B
5076	NR2F1	interacts with	HHAT
5077	NR2F1	interacts with	EFEMP2
5078	NR2F1	interacts with	GATA3
5079	NR2F1	interacts with	CBX5
5080	NR2F1	interacts with	TPBG
5081	NR2F1	interacts with	SLIT3
5082	NR2F1	interacts with	LDB2
5083	NR2F1	interacts with	BCL11B
5084	VGLL2	interacts with	MYF5
5085	VGLL2	interacts with	TMEM52
5086	DNAH14	interacts with	DNHD1
5087	DNAH14	interacts with	DNAH3
5088	DNAH14	interacts with	DNAH17
5089	DNAH3	interacts with	SLC6A7
5090	DNAH3	interacts with	DNHD1
5091	DNAH3	interacts with	TRIM66
5092	DNAH3	interacts with	DNAH17
5093	DNAH3	interacts with	CCDC40
5094	SOX8	interacts with	SOX6
5095	SOX8	interacts with	TOX3
5096	SOX8	interacts with	GPRC5B
5097	SOX8	interacts with	SOX5
5098	ANKZF1	interacts with	SUGP2
5099	PPFIA4	interacts with	LIN7C
5100	PPFIA4	interacts with	ANKZF1
5101	AK5	interacts with	TAF1
5102	AK5	interacts with	YWHAB
5103	AK5	interacts with	CHST1
5104	AK5	interacts with	MRPL2
5105	AK5	interacts with	TYRO3
5106	AK5	interacts with	CDIPT
5107	AK5	interacts with	POLR3A
5108	AK5	interacts with	NME5
5109	TULP1	interacts with	TUB
5110	TULP1	interacts with	SLC6A7
5111	TULP1	interacts with	NRXN1
5112	TULP1	interacts with	VSX1
5113	TULP1	interacts with	PLCD4
5114	TULP1	interacts with	PRPH2
5115	AC105001.2	interacts with	SOX6
5116	SNX19	interacts with	IGF2R
5117	SNX19	interacts with	NBR1
5118	DNAJC27	interacts with	MAP2K1
5119	DNAJC27	interacts with	MAPK1
5120	DNAJC27	interacts with	RAB5B
5121	DNAJC27	interacts with	TAF1
5122	DNAJC27	interacts with	TTBK2
5123	DNAJC27	interacts with	CRKL
5124	DNAJC27	interacts with	RAB27B
5125	DNAJC27	interacts with	DNAJC28
5126	LZTFL1	interacts with	UFSP2
5127	LZTFL1	interacts with	BBS2
5128	LZTFL1	interacts with	IQCK
5129	MRTFB	interacts with	GARS
5130	MRTFB	interacts with	KDM3A
5131	MRTFB	interacts with	NCOA3
5132	MRTFB	interacts with	BCL2
5133	MRTFB	interacts with	HHAT
5134	PPP1R14B	interacts with	ILK
5135	PPP1R14B	interacts with	PRKCA
5136	PPP1R14B	interacts with	PPP1R14D
5137	PKIA	interacts with	ZBTB18
5138	PKIA	interacts with	DYNLL2
5139	PKIA	interacts with	PPP2R3A
5140	PKIA	interacts with	NRCAM
5141	PKIA	interacts with	PKIB
5142	DCP1B	interacts with	KCTD3
5143	DCP1B	interacts with	MYO5C
5144	DCP1B	interacts with	VPS8
5145	DCP1B	interacts with	TNRC6A
5146	DCP1B	interacts with	KAT14
5147	DCP1B	interacts with	KIF13B
5148	GADD45G	interacts with	MAP2K3
5149	GADD45G	interacts with	RB1
5150	GADD45G	interacts with	SNU13
5151	GADD45G	interacts with	PTPRK
5152	GADD45G	interacts with	PRKCA
5153	GADD45G	interacts with	MAP2K6
5154	GADD45G	interacts with	BCL2
5155	GADD45G	interacts with	CDAN1
5156	GADD45G	interacts with	DDIT4L
5157	ZNF142	interacts with	NCOA3
5158	SEPHS2	interacts with	SPCS1
5159	SERTAD3	interacts with	TAF1
5160	ZFYVE21	interacts with	MAPK1
5161	ZFYVE21	interacts with	RAB5B
5162	ZFYVE21	interacts with	ILK
5163	ZFYVE21	interacts with	UTRN
5164	ZFYVE21	interacts with	SMIM5
5165	TPST2	interacts with	PAPSS1
5166	TPST2	interacts with	NDST3
5167	TPST2	interacts with	DUSP6
5168	TPST2	interacts with	SULT1A1
5169	THAP3	interacts with	SPTBN1
5170	THAP3	interacts with	HCFC1
5171	THAP3	interacts with	DNAJC4
5172	THAP3	interacts with	THAP7
5173	THAP3	interacts with	VSX1
5174	THAP3	interacts with	THAP4
5175	THAP3	interacts with	DSPP
5176	THAP2	interacts with	CTNNBL1
5177	THAP2	interacts with	HCFC1
5178	THAP2	interacts with	THAP7
5179	THAP2	interacts with	THAP4
5180	THAP2	interacts with	THAP3
5181	LINGO1	interacts with	ZNF263
5182	SPOCK1	interacts with	SLIT3
5183	SPOCK1	interacts with	NOVA1
5184	SPOCK1	interacts with	GPRC5B
5185	SPOCK1	interacts with	LSAMP
5186	SPOCK1	interacts with	SGCB
5187	NR2C2AP	interacts with	DDIT4L
5188	GPR141	interacts with	STX4
5189	CLBA1	interacts with	IQCK
5190	WBP1L	interacts with	LAMP1
5191	WBP1L	interacts with	NBR1
5192	WBP1L	interacts with	MAN2B1
5193	WBP1L	interacts with	FOXO1
5194	WBP1L	interacts with	SLC38A10
5195	WBP1L	interacts with	ARHGEF18
5196	WBP1L	interacts with	TPST2
5197	CLSTN2	interacts with	SLIT3
5198	CLSTN2	interacts with	PCSK2
5199	CLSTN2	interacts with	SOX6
5200	SNN	interacts with	MAP2K3
5201	SNN	interacts with	EPHB2
5202	ZNF277	interacts with	MAP2K1
5203	ZNF277	interacts with	RPL4
5204	ZNF277	interacts with	ZNF768
5205	ZNF277	interacts with	ASIC2
5206	SLITRK6	interacts with	LGR5
5207	SLITRK6	interacts with	PTPRD
5208	SLITRK6	interacts with	SLIT3
5209	PLEKHG5	interacts with	NCOA3
5210	PLEKHG5	interacts with	ABR
5211	SNX8	interacts with	SUMO1
5212	SNX8	interacts with	ABL1
5213	SNX8	interacts with	SNX32
5214	DOCK3	interacts with	NCOA3
5215	DOCK3	interacts with	CRKL
5216	NKAIN2	interacts with	RIT2
5217	AC135178.2	interacts with	MRPL2
5218	ANKRD13B	interacts with	EHMT2
5219	ANKRD13B	interacts with	RCOR2
5220	ANKRD13B	interacts with	ZFAND2B
5221	ANKRD13B	interacts with	ANKRD63
5222	RCOR2	interacts with	KDM5A
5223	RCOR2	interacts with	GFI1B
5224	XKR6	interacts with	CRKL
5225	XKR6	interacts with	DOCK2
5226	XKR6	interacts with	DOCK3
5227	RD3	interacts with	TULP1
5228	RD3	interacts with	PRPH2
5229	GAL3ST4	interacts with	CHST8
5230	GAL3ST4	interacts with	CHST7
5231	GAL3ST4	interacts with	CHST1
5232	GAL3ST4	interacts with	HS6ST3
5233	RMDN2	interacts with	TAF1
5234	CCDC34	interacts with	OIP5
5235	CCDC34	interacts with	CENPF
5236	DSPP	interacts with	TRPM3
5237	DSPP	interacts with	DNAJC4
5238	DSPP	interacts with	VSX1
5239	DSPP	interacts with	GMIP
5240	DSPP	interacts with	MMP16
5241	DSPP	interacts with	FAM20C
5242	METTL27	interacts with	RRP8
5243	ENDOV	interacts with	SEPHS2
5244	ENDOV	interacts with	BBS2
5245	ENDOV	interacts with	NEIL1
5246	ZKSCAN5	interacts with	ZKSCAN2
5247	CMC4	interacts with	AKT3
5248	DUSP8	interacts with	MAPK1
5249	DUSP8	interacts with	MAP2K3
5250	DUSP8	interacts with	MAST3
5251	DUSP8	interacts with	FOXO1
5252	DUSP8	interacts with	ENDOV
5253	DUSP8	interacts with	DUSP6
5254	DUSP8	interacts with	KDM6B
5255	GXYLT1	interacts with	CANX
5256	ZNF502	interacts with	TYRO3
5257	ZNF502	interacts with	DCHS1
5258	SKOR1	interacts with	RALYL
5259	SKOR1	interacts with	H2AFY
5260	CNTNAP5	interacts with	VPS39
5261	CNTNAP5	interacts with	NRXN1
5262	CNTNAP5	interacts with	NRCAM
5263	GTF2H2C	interacts with	SUMO1
5264	GTF2H2C	interacts with	CCDC40
5265	HPS4	interacts with	NFATC3
5266	HPS4	interacts with	SPG7
5267	HPS4	interacts with	NSD2
5268	HPS4	interacts with	SUGP2
5269	HPS4	interacts with	ANKZF1
5270	TNRC18	interacts with	BAHCC1
5271	MTIF3	interacts with	MRPL2
5272	MTIF3	interacts with	MRPL14
5273	LIX1L	interacts with	DCHS1
5274	NEK5	interacts with	TTBK2
5275	KIF12	interacts with	KIF22
5276	KIF12	interacts with	KIF1C
5277	AC005324.3	interacts with	TRIM66
5278	FSCN2	interacts with	TULP1
5279	FSCN2	interacts with	PRPH2
5280	PGBD5	interacts with	NRCAM
5281	CDH26	interacts with	DCHS1
5282	C12orf42	interacts with	POU1F1
5283	GPR149	interacts with	OR10A3
5284	LGI3	interacts with	STXBP6
5285	GON7	interacts with	SPCS1
5286	CDPF1	interacts with	DDIT4L
