description	name	p_value	precision	recall	query_size	effective_domain_size	intersection_size	native	source	term_size	intersections	community
"""The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell."" [GOC:ai]"	neurotransmitter transport	1.648191659573327e-17	0.7857142857142857	0.04932735426008968	14	18123	11	GO:0006836	GO:BP	223	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""The directed movement of dopamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Dopamine is a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline."" [GOC:ai]"	dopamine transport	2.647428054565077e-16	0.5714285714285714	0.16	14	18123	8	GO:0015872	GO:BP	50	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]"	signal release	5.08701074927569e-16	0.8571428571428571	0.024489795918367346	14	18123	12	GO:0023061	GO:BP	490	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]"	regulation of catecholamine secretion	5.916541675475181e-16	0.5714285714285714	0.14285714285714285	14	18123	8	GO:0050433	GO:BP	56	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."" [GOC:jid, GOC:lmg]"	synaptic vesicle exocytosis	6.40060944499639e-16	0.6428571428571429	0.08108108108108109	14	18123	9	GO:0016079	GO:BP	111	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12']	C891
"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]"	catecholamine secretion	6.915131619986228e-16	0.5714285714285714	0.13793103448275862	14	18123	8	GO:0050432	GO:BP	58	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	regulation of secretion by cell	3.662424159130378e-15	0.8571428571428571	0.02030456852791878	14	18123	12	GO:1903530	GO:BP	591	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""The directed movement of catecholamines, a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, ISBN:0198506732]"	catecholamine transport	4.260016601440861e-15	0.5714285714285714	0.1095890410958904	14	18123	8	GO:0051937	GO:BP	73	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	regulation of secretion	1.023974490929755e-14	0.8571428571428571	0.018461538461538463	14	18123	12	GO:0051046	GO:BP	650	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""The directed movement of monoamines, organic compounds that contain one amino group that is connected to an aromatic ring by an ethylene group (-CH2-CH2-), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	monoamine transport	1.1151368528301025e-14	0.5714285714285714	0.0963855421686747	14	18123	8	GO:0015844	GO:BP	83	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:mah]"	cellular response to calcium ion	1.423850938109115e-14	0.5714285714285714	0.09302325581395349	14	18123	8	GO:0071277	GO:BP	86	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of the directed movement of amines into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	regulation of amine transport	2.3746270864540496e-14	0.5714285714285714	0.08695652173913043	14	18123	8	GO:0051952	GO:BP	92	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]"	amine transport	4.520874500672896e-14	0.5714285714285714	0.08	14	18123	8	GO:0015837	GO:BP	100	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]"	synaptic vesicle cycle	5.5457955852091054e-14	0.6428571428571429	0.04736842105263158	14	18123	9	GO:0099504	GO:BP	190	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12']	C891
"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	regulated exocytosis	8.005463476790802e-14	0.8571428571428571	0.015189873417721518	14	18123	12	GO:0045055	GO:BP	790	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	regulation of vesicle-mediated transport	1.1416414411551882e-13	0.7857142857142857	0.02022058823529412	14	18123	11	GO:0060627	GO:BP	544	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]"	vesicle-mediated transport in synapse	1.2782644785554104e-13	0.6428571428571429	0.04265402843601896	14	18123	9	GO:0099003	GO:BP	211	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12']	C891
"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	exocytosis	3.677670392607635e-13	0.8571428571428571	0.013245033112582781	14	18123	12	GO:0006887	GO:BP	906	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""The controlled release of a substance by a cell."" [GOC:mah]"	secretion by cell	5.106942888123095e-13	0.9285714285714286	0.009622501850481125	14	18123	13	GO:0032940	GO:BP	1351	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	export from cell	8.828189426508074e-13	0.9285714285714286	0.009200283085633405	14	18123	13	GO:0140352	GO:BP	1413	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"	response to calcium ion	1.028009727695033e-12	0.5714285714285714	0.05263157894736842	14	18123	8	GO:0051592	GO:BP	152	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	secretion	1.6727533365238663e-12	0.9285714285714286	0.00871313672922252	14	18123	13	GO:0046903	GO:BP	1492	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	anterograde trans-synaptic signaling	1.6919248366857472e-12	0.7857142857142857	0.015427769985974754	14	18123	11	GO:0098916	GO:BP	713	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	chemical synaptic transmission	1.6919248366857472e-12	0.7857142857142857	0.015427769985974754	14	18123	11	GO:0007268	GO:BP	713	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]"	trans-synaptic signaling	1.855870868647301e-12	0.7857142857142857	0.015256588072122053	14	18123	11	GO:0099537	GO:BP	721	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	synaptic signaling	2.65817074732703e-12	0.7857142857142857	0.014725568942436412	14	18123	11	GO:0099536	GO:BP	747	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:mah]"	cellular response to metal ion	7.321596712067274e-12	0.5714285714285714	0.04040404040404041	14	18123	8	GO:0071248	GO:BP	198	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The release of a neurotransmitter into the synaptic cleft by exocytosis of synaptic vesicles, where the release step is dependent on a rise in cytosolic calcium ion levels."" [GOC:curators]"	calcium ion-regulated exocytosis of neurotransmitter	1.078289863093774e-11	0.35714285714285715	0.29411764705882354	14	18123	5	GO:0048791	GO:BP	17	['SYT6', 'SYT2', 'SYT1', 'UNC13B', 'SYT7']	C891
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	cellular response to inorganic substance	2.0176710233653626e-11	0.5714285714285714	0.035398230088495575	14	18123	8	GO:0071241	GO:BP	226	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]"	organic hydroxy compound transport	1.1986119348355877e-10	0.5714285714285714	0.028268551236749116	14	18123	8	GO:0015850	GO:BP	283	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	cell-cell signaling	5.71261102313693e-10	0.8571428571428571	0.0069164265129683	14	18123	12	GO:0007267	GO:BP	1735	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	regulation of transport	1.1005620511251542e-09	0.8571428571428571	0.0065252854812398045	14	18123	12	GO:0051049	GO:BP	1839	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]"	response to metal ion	1.1005620511251542e-09	0.5714285714285714	0.021220159151193633	14	18123	8	GO:0010038	GO:BP	377	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	positive regulation of regulated secretory pathway	4.239089696093313e-09	0.35714285714285715	0.09433962264150944	14	18123	5	GO:1903307	GO:BP	53	['SYT1', 'SYT9', 'SYT7', 'UNC13D', 'SYT4']	C891
"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]"	vesicle-mediated transport	8.265604962972553e-09	0.8571428571428571	0.005471956224350205	14	18123	12	GO:0016192	GO:BP	2193	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	positive regulation of calcium ion-dependent exocytosis	1.0045536754943957e-08	0.2857142857142857	0.21052631578947367	14	18123	4	GO:0045956	GO:BP	19	['SYT1', 'SYT9', 'SYT7', 'SYT4']	C891
"""Any process that activates or increases the frequency, rate or extent of dendrite extension."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:24898855]"	positive regulation of dendrite extension	2.2411199389988615e-08	0.2857142857142857	0.17391304347826086	14	18123	4	GO:1903861	GO:BP	23	['SYT2', 'SYT1', 'SYT17', 'SYT4']	C891
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	response to inorganic substance	3.10441815535555e-08	0.5714285714285714	0.0137221269296741	14	18123	8	GO:0010035	GO:BP	583	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
